idx,lp,name,token_adr,pool_adr,tvl,borrow,utilization
64,0xA3695a0c2424C60FbA36aACCF52957C446c17DAB,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0x07642848C3564E8E1566F8E55317b43375A66382,10913,8334,76.37
64,0xA3695a0c2424C60FbA36aACCF52957C446c17DAB,DAI,0x8D11eC38a3EB5E956B052f67Da8Bdc9bef8Abf3E,0x36bAA3dB4d14F062C879fa41af556B6f42Db6B48,11447,7744,67.65
65,0xe4f0A4FF687fD567eB9075C543935e706A49B96F,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x5516FE3b0F0d620496B784C43877de6d0D722c28,10,8,74.53
65,0xe4f0A4FF687fD567eB9075C543935e706A49B96F,gOHM,0x91fa20244Fb509e8289CA630E5db3E9166233FDc,0x3D9219e8089Ac7cDe166aB533e19792B985c8F9C,100,8,7.65
66,0xf59a41477A7e54274156f32F935b8B1632B3dc92,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x26F10d9627Cc177C6b7D774C1fbc79f18a86D426,10,4,37.60
66,0xf59a41477A7e54274156f32F935b8B1632B3dc92,FRAX,0xdc301622e621166BD8E82f2cA0A26c13Ad0BE355,0xfcA7ae9316637588DcCC687117F6b40c2b96F402,25,4,16.53
67,0x488f1f90AB0AB463ceB3534612A051858C22a5a6,LQDR,0x10b620b2dbAC4Faa7D7FFD71Da486f5D44cd86f9,0x7A5a79B287A527F234D6e2c5454DE2Fc38F1F12D,29,14,50.06
67,0x488f1f90AB0AB463ceB3534612A051858C22a5a6,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x725E21976b57CfC22eCdcec306d2C353313C7998,20,14,67.84
68,0x1fE1eA0d4d8F0Df19C5C088B20Af8f8977769096,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0xb564899Ba911c4F6a25A7aecC4B8808A487Dc8c2,2325,735,31.63
68,0x1fE1eA0d4d8F0Df19C5C088B20Af8f8977769096,DAI,0x8D11eC38a3EB5E956B052f67Da8Bdc9bef8Abf3E,0xa8f3eBA35C95A56cbcF506204bF47523C290936e,10842,734,6.77
69,0x9BB4F82b821b63C5D912578B7F93548F5f25E749,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0x74aA611D3b13c13574327733862146858d80C6fe,4570,3310,72.43
69,0x9BB4F82b821b63C5D912578B7F93548F5f25E749,fUSDT,0x049d68029688eAbF473097a2fC38ef61633A3C7A,0xC805A375369eD22fa9d0A77ee66151eFc8c7763a,4581,3311,72.29
70,0xff85Dc4AFe552A3475F04AE260b9575f586D7225,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0xaFeE6d51C75704bC38E40778Ae99e546d5562881,22321,17827,79.87
70,0xff85Dc4AFe552A3475F04AE260b9575f586D7225,FRAX,0xdc301622e621166BD8E82f2cA0A26c13Ad0BE355,0x6E243B412F91A4b8808E267FdFDaF2BDeE500654,22314,17800,79.77
71,0x909eB9D5d00c810Bb2a1C93eBBa3D9DaDa4aD50E,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0x93d3701FfA4Dcb5D30bCaF5cF897B08E0DeCa6dD,1078,808,74.94
71,0x909eB9D5d00c810Bb2a1C93eBBa3D9DaDa4aD50E,MIM,0x82f0B8B456c1A451378467398982d4834b6829c1,0x1FA3f3f1397EF9aF4195841687b4341Ac0105D95,5,4,89.55
72,0x553AE9592cD4D73D4fB67CE4c891E7043D6fc19b,LQDR,0x10b620b2dbAC4Faa7D7FFD71Da486f5D44cd86f9,0x741C96fcf88aAcC2788f921aC4a62b2a0627F21C,7,7,96.36
72,0x553AE9592cD4D73D4fB67CE4c891E7043D6fc19b,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x7E9A1C333cAb2081583B74964fF82696706BBa8b,10,8,74.73
73,0x41560b5EA2924190506cbDBDBA767F848a395C9E,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xeEB34FEB8dCA9A17Be17dA3184851fafaDBA62b0,1176,1107,94.13
73,0x41560b5EA2924190506cbDBDBA767F848a395C9E,BRUSH,0x85dec8c4B2680793661bCA91a8F129607571863d,0xAFBf06EbbeeA01b229d58017aB9AFd37d36C9b7A,8915,1038,11.64
74,0x7c9C8834F8E8A51A15243af2fEDB0B91b45cD648,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0x3536F53757679C8F31Aa2dfB2534fbcc51650E25,0,0,NaN
74,0x7c9C8834F8E8A51A15243af2fEDB0B91b45cD648,TUSD,0x9879aBDea01a879644185341F7aF7d8343556B7a,0xC939bA5fCB0F1C03cb138197D86458Cf8b3e19Aa,0,0,NaN
75,0xfa7092aF55474ec37bFDE6947170792083fdf40f,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x4f04f1d467De9172a88c67F845f08d6961f39E6c,0,0,NaN
75,0xfa7092aF55474ec37bFDE6947170792083fdf40f,MATIC,0x40DF1Ae6074C35047BFF66675488Aa2f9f6384F3,0x61b4Ba643E952464E7b3B0b6a44973e2A342508e,0,0,NaN
76,0xf8a2F66A4DD770CB3eE7ba810992eb478964b96f,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xa7E140CAdd68aeeD5874b3417741C0176f85ACE4,0,0,NaN
76,0xf8a2F66A4DD770CB3eE7ba810992eb478964b96f,AVAX,0x511D35c52a3C244E7b8bd92c0C297755FbD89212,0xF8A8965044027812572969e98DDafB1A29aB705C,0,0,NaN
77,0x2e0b129d3Dd14FcD676695c0A7dDeF9FcC13E74E,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x0BcC954CFb4dbbCd808E84529aae1e1834A0c2C2,5272,3312,62.82
77,0x2e0b129d3Dd14FcD676695c0A7dDeF9FcC13E74E,BEETS,0xF24Bcf4d1e507740041C9cFd2DddB29585aDCe1e,0xdF0148De898f3A229ecd7eF414EEef54Fb8fE841,3299,3310,100.32
78,0xa60b150392509636346eeB76D828EC765eff8E27,HND,0x10010078a54396F62c96dF8532dc2B4847d47ED3,0x5501A370fD23615575aA03A2dc4ea606d3aDA88c,13932,0,0.00
78,0xa60b150392509636346eeB76D828EC765eff8E27,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xEB0908108fF291C8B4e51dFd90af0D7Ab9884B1f,0,0,NaN
